idorganization,passwordhash,name,abbreviation,juridicalentity_idjuridicalentity,street,streetnumber,postal,city,province_idprovince,telnr,faxnr,url,organizationtypeother,goal,organizationkeywordother,remark,active,datecreated,email
257,,Particulier Leloup,,4,Weerstandlaan,77,2140,Borgerhout,1,,,,particulier,"Niet van toepassing



",NULL,,1,6/25/2010 10:30,
262,,Centrum ter Preventie van Zelfdoding,CPZ,1,F. Lenoirstraat,27-31,1090,Jette,6,,,www.preventiezelfdoding.be,,"Voorkomen van zelfdoding a.h.v. 3 diensten: de Zelfmoordlijn, Kenniscentrum, Vormingsdienst",NULL,NULL,1,8/4/2010 13:55,
263,,Cegrobb,,4,Edmond Machtenslaan,83 bus 1,1080,Brussel,6,,,www.cegrobb.org,beroepsfederatie,Europese vereniging van federaties van bier en drankenhandels: lobbying op Europees niveau ten voordele van de drankenhandels,NULL,NULL,1,8/17/2010 09:41,
264,,Vrijwillgiersjaar (Plateforme pour le Service Citoyen),,1,Hamerstraat,19,1000,Brussel,6,,,www.vrijwilligersjaar.be,,"Een wet invoeren die het mogelijk maakt de vrijwilligerdienst in België op te richten voor jongeren tussen 18-25j. Deze dienst heeft twee luiken: persoonlijke ontwikkeling van de jongere bevorderen, en een bijdrage tot de maatschappij dmv actief burgerschap.",NULL,NULL,1,9/6/2010 15:58,
258,,Huis van het Nederlands Brussel,,1,Philippe de Champagnestraat,23,1000,Brussel,6,,,www.huisnederlandsbrussel.be,,"Nederlands leren? één adres: Huis van het Nederlands Brussel. Elk jaar helpen we duizenden mensen op weg naar de ideale cursus Nederlands. Op basis van een korte taaltest en een gesprekje bekijken we welke cursus voor iemand het meest geschikt is.

",NULL,,1,7/2/2010 09:56,
323,,Creatief Schrijven vzw,,1,Waalsekaai,15,2000,Antwerpen,1,,,http://www.creatiefschrijven.be/,,"♦  Creatief Schrijven informeert individuele en verenigde schrijvers over wat zich afspeelt in de wereld van het woord: schrijfopleidingen en -cursussen, -wedstrijden, literaire evenementen...



♦  Creatief Schrijven biedt vernieuwende cursussen aan. Zo stemmen we het vormingsaanbod af op de vraag van schrijvend Vlaanderen en Brussel. Schrijfplezier, respect voor ieders stijl en ontmoeting met andere schrijvers staan voorop.



♦  Creatief Schrijven geeft teksten een podium en een publiek, vaak samen met andere organisaties. Tijdens  projecten komen schrijvers in contact met elkaar, met schrijfdocenten, kunstenaars uit andere inspirerende kunstdisciplines...",NULL,,1,10/4/2011 11:25,
324,,Koerdisch Instituut vzw,,1,Bonneelsstraat,16,1210,Brussel,6,,,,,"Bescherming mensenrechten en volkerenrechten en sensibilisatie rond minderheden in het Midden-Oosten, Kaukasus, Turkije. Werken aan integratie van Koerdische gemeenschap in België.",NULL,NULL,1,10/4/2011 17:24,
259,,Erfgoedbibliotheek Hendrik Conscience,,4,Conscienceplein,4,2000,Antwerpen,1,,,http://www.consciencebibliotheek.be/,,"De Erfgoedbibliotheek Hendrik Conscience verwerft, bewaart, beheert en ontsluit gedrukte en andere informatiedragers en stelt ze op een gecontroleerde wijze ter beschikking voor wetenschappelijk onderzoek. Zij doet dit voor de humane wetenschappen in het algemeen en volgende verzamelgebieden in het bijzonder : het oude boek, de Antverpiensia, de Nederlandse letterkunde, de literatuur- en cultuurgeschiedenis van het westen (vooral van de Nederlanden), en de Vlaamse Beweging.



",NULL,NULL,1,7/8/2010 09:08,
260,,Borgerstein,,1,IJzerenveld,147,2860,Sint-Katelijne-Waver,1,,,www.borgerstein.be,,"De vereniging heeft tot doel hulp, bijstand en advies te verschaffen door het ontwerpen, het uitbouwen en het steunen en bevorderen van allerhande sociale en culturele voorzieningen in de meest ruime zin van het woord, ten bate van fysisch en mentaal gehandicapten, minder-validen, bejaarden en anderen die deel uitmaken van de zogeheten vergeten groepen.



Deze hulp, bijstand en steun kan zowel van organisatorische als van administratieve, economische en financiële aard zijn.

",NULL,,1,7/8/2010 13:12,
261,,PZDIB,,4,Valerialaan,14,2980,Zoersel,1,,,www.pzdib.be,Prive-persoon,Onderzoek laten instellen naar de onpartijdigheid en de onafhankelijkheid van het Gerecht,NULL,NULL,1,7/19/2010 15:46,
265,,CultuurNet Vlaanderen vzw,,1,Sint Gisleinstraat,62,1000,Brussel,6,,,www.cultuurnet.be,,"CultuurNet is specialist in cultuurmarketing en laat zo veel mogelijk mensen proeven van het rijke aanbod aan cultuur. We zijn uitgegroeid tot een belangrijke draaischijf tussen de culturele sector, het verenigingsleven, lokale overheden, media & publiek.",NULL,,1,9/8/2010 11:39,
325,,Centrum voor Beeldexpressie,,1,Vorstermanstraat,7 bus 1.5,2000,Antwerpen,1,,,www.beeldexpressie.be,,"Het Centrum voor Beeldexpressie is het aanspreekpunt voor iedereen die niet-beroepsmatig bezig is met fotografie, film of multimedia, en is één van de negen amateurkunstenorganisaties die onder het amateurkunstendecreet vallen. We bieden ondersteuning aan alle foto- en filmclubs in Vlaanderen en organiseren vormingsactiviteiten, wedstrijden en projecten voor een ruim publiek. Een deel van deze projecten zijn specifiek gericht op jongeren. ",NULL,NULL,1,10/24/2011 10:34,
326,,"Steunpunt voor de Producerende, Ontwerpende, en Technische krachten van de brede culturele sector",STEPP,1,Sainctelettesquare,19,1000,Brussel,6,,,www.stepp.be,,"STEPP vzw is het steunpunt voor de producerende, ontwerpende en technische krachten van de brede culturele sector. Wij verenigen theatertechnici, scenografen, productiemensen en architecten over alle sectorale barrières heen.",NULL,NULL,1,10/26/2011 12:21,
328,,Brussels Kunstenoverleg | Lasso,Lasso,1,Sainctelettesquare,19,1000,Brussel,6,,,www.lasso.be,,"Lasso is een deelwerking van het Brussels Kunstenoverleg en is het Brussels netwerk voor kunsteducatie en publieksbemiddeling. Via project- en trajectbegeleiding, vorming en publicaties stimuleert Lasso de samenwerking tussen culturele instellingen, welzijnsorganisaties, socio-culturele verenigingen en onderwijsinstellingen (meer info zie www.lasso.be). ",NULL,NULL,1,11/16/2011 16:08,
266,,Basisschool Sint-Jozef,,1,Abdijstraat,33,9900,Eeklo,4,,,,,"Verschaffen van klawiteitsvol onderwijs aan kinderen van 2,5 tot 12 jaar",NULL,NULL,1,9/14/2010 11:04,
267,,OCMW ROESELARE,OCMW_ROESELARE,4,BRUGSESTEENWEG,90,8800,ROESELARE,5,,,,,"We streven ernaar om iedereen die verbonden is met de Roeselaarse samenleving zo goed mogelijk te ondersteunen om een menswaardig en kwaliteitsvol leven te leiden. 

We verhogen kansen op zelfredzaamheid, geluk en welzijn. 

We creëren groei- en ontplooiingsmogelijkheden en bieden zorg, dienst- en hulpverlening op maat. 

Onze bijzondere aandacht gaat daarbij uit naar zij die nergens anders terecht kunnen. ",NULL,NULL,1,9/14/2010 13:38,
268,,Bond zonder Naam,BZN,1,Sint-Jacobsmarkt,39,2000,Antwerpen,1,,,www.bzn.be,sociaal-culturele beweging,"Duurzaam geluk in deze samenleving verhogen door het beste in mensen te versterken vanuit de insteek \waarden in beweging\"".""",NULL,NULL,1,9/15/2010 16:03,
269,,CAW Vilvoorde,,1,Jean-Baptiste Nowélei,33,1800,Vilvoorde,2,,,http://www.cawvilvoorde.be/,welzijnsinstelling,"CAW regio Vilvoorde V.Z.W. wil door het organiseren van een kwaliteitsvolle en laagdrempelige hulpverlening het welzijn van iedereen in de regio bevorderen, zonder onderscheid van afkomst, herkomst, godsdienst, ideologische of filosofische overtuiging.



 ",NULL,NULL,1,9/20/2010 17:36,
270,,Vereniging van Vlaamse steden en gemeente,VVSG,1,paviljoenstraat,9,1030,Brussel,6,,,,,belangen behartigen en ondesteunen van lokale besturen,NULL,NULL,1,9/22/2010 12:26,
271,,GIGOS genk,GIGOS,1,Stalenstraat,15,3600,Genk,3,,,www.gigos.be,,"Als jeugdwelzijnswerkingen (JWW) of werkingen voor maatschappelijk kwetsbare kinderen en jongeren (WMKJ) richten we ons naar jongens en meisjes vanaf 3 jaar. Van welke geloofsovertuiging, kleur, ras of afkomst ze zijn, is voor ons van geen enkel belang. Ondanks we er van uitgaan dat iedereen verschillend is, is voor ons iedereen gelijkwaardig en willen we elke jongere ook zo benaderen.

",NULL,NULL,1,9/24/2010 13:13,
272,,Centrum voor Kinderzorg en Gezinsondersteuning De Stap,CKG,1,Zeven Bonderstraat,78,3600,Genk,3,,,,,"Begeleiden van gezinnen met opvoedingsproblemen die dreigen uit de hand te lopen.

Kan zowel in thuisbegeleiding als binnen residentiële opvang.",NULL,NULL,1,10/7/2010 12:08,
273,,VUB - afdeling onderwijszaken,DOZ,4,Pleinlaan,2,1050,Etterbeek,6,,,,,"De Cel Kwaliteitszorg & Onderwijsinnovatie staat onder meer in voor de beleidsvoorbereiding, 

-opvolging, coördinatie en administratie van alle activiteiten en initiatieven rond kwaliteitszorg en onderwijsinnovatie aan de Vrije Universiteit Brussel.

Meer informatie vind je op onze website: http://www.vub.ac.be/kwaliteitszorg/

",NULL,NULL,1,10/26/2010 15:05,
274,,forumhoa,,1,w. vabdersteenplein,1,2060,antwerpen,1,,,,,bevordering ecm,NULL,NULL,1,11/4/2010 09:28,
275,,Trefpunt Voor Nieuwe Richtingen,TVNR,4,Jubileumlaan,442,9000,Gent,4,,,http://tvnr.be en http://colorsound-balancing.com,,"Het zelfgenezend proces op gang zetten en stimuleren door middel van bepaalde technieken met o.a. stemvorken en kleuren. Bewustwording van mensen waaronder sociaal zwakkere les te geven in esoterie, inhoudelijk zijn het o.a. de herinnering van de natuurwetten. ",NULL,,1,11/17/2010 14:01,
276,,gezondheidshuis Antwerpse prostitutie,ghapro,1,Verversrui,3,2000,Verversrui,1,,,www.ghapro.be,,preventieve seksueel overdraagbare infecties en sociale hulpverlening aanbieden aan mannelijke en vrouwelijke sekswerkers,NULL,NULL,0,11/19/2010 09:40,
277,,Consortium volwassenenonderwijs Antwerpen,Consortium vol-ant,1,Francis Wellesplein,1,2018,Antwerpen,1,,,www.vol-ant.be,,"Samenwerking en afstemming binnen het volwassenenonderwijs in Antwerpen.

",NULL,NULL,1,11/22/2010 14:00,
278,,PWO Vilvoorde SW vzw - De Strijkwinkel,PWO,1,Mechelsesteenweg,55,1800,Vilvoorde,2,,,www.destrijkwinkel.be,,Duurzame tewerkstelling van kansengroepen,NULL,NULL,1,11/24/2010 21:18,
279,,vzw Scheld'apen Autonoom Jeugdcentrum,Scheld'apen,1,d'Herbouvillekaai,36,2020,Antwerpen,1,,,www.scheldapen.Be,,"Scheld'apen is een jeugdcentrum annex kunstenwerkplaats dat creatieve ruimte wil bieden aan jongeren, jonge kunstenaars en jonge cultuurconsumenten. De hoofdactiviteiten bevinden zich op vlak van muziek, theater en beeldende kunst. ",NULL,NULL,1,11/30/2010 12:03,
280,,Consortium volwassenenonderwijs Samen Stromen vzw,,1,Vaartdijk,86,2800,Mechelen,1,,,www.samenstromen.be,,"Het consortium is een netoverschrijdend samenwerkingsverband tussen de centra voor volwassenenonderwijs en de centra basiseducatie met als voornaamste doelstelling de afstemming en optimalisering van het regionale opleidingsaanbod.



De Consortia voor volwassenenonderwijs werden in het leven geroepen door het decreet op het volwassenenonderwijs van 15 juni 2007. Het zijn door de Vlaamse overheid gesubsidieerde regionale en netoverschrijdende samenwerkingsverbanden tussen de Centra voor volwassenenonderwijs en de Centra voor basiseducatie. In Vlaanderen zijn er 13 consortia die in grote lijnen dezelfde geografische regioafbakening kennen als deze van de RESOC´s (Regionale Sociaaleconomische overlegcomité´s) op enkele uitzonderingen na. De Vlaamse overheid heeft er voor geopteerd om de consortia in de juridische structuur van vzw´s op te richten waarin alle centrumbesturen van de aangesloten centra vertegenwoordigd zijn.



Doelstellingen en opdrachten van de consortia:

Decretaal werden de doelstellingen van de consortia als volgt gedefinieerd:

1° het aanbod van opleidingen die door de centra georganiseerd worden, optimaliseren en op elkaar afstemmen;

2° de samenwerking en afstemming met andere publieke verstrekkers van opleidingen voor volwassenen nastreven;

3° knelpunten, behoeften en oplossingen inzake opleidingen voor volwassenen signaleren aan de overheid;

4° als intermediair aanspreekpunt fungeren tussen de centra en andere opleidingsverstrekkers en socioculturele en sociaaleconomische actoren;

5° de dienstverlening optimaliseren voor de cursisten in de centra;

6° alle mogelijke vormen van samenwerking tussen de centra stimuleren en ondersteunen.

",NULL,,1,12/10/2010 10:46,
282,,CGG Brussel - Steunpunt Cultuursensitieve Zorg,,1,Houba de Strooperlaan,136,1020,Laken,6,,,,,"Het steunpunt  cultuursensitieve zorg heeft als missie de cultuursensitieve zorg binnen het Brussels Hoofdstedelijk Gewest te optimaliseren. Dit betekent dat het steunpunt, rekening houdende  met de maatschappelijke etnisch/culturele diversiteit,  streeft naar een geestelijke gezondheidszorg die niet alleen aandacht heeft voor de lichamelijke, sociale en psychische dimensies van de hulpvraag maar ook oog heeft voor de culturele dimensie.",NULL,,1,2/8/2011 13:31,
283,,AETAS,,1,Snepkenshof,3,2460,LICHTAART,1,,,www.aetasvzw.be,,Bevorderen van het welzijn van ouderen,NULL,NULL,1,2/13/2011 11:40,
284,,Ecocampus,,4,Willem de Croylaan 58,58,3001,heverlee,2,,,http://www.lne.be/doelgroepen/onderwijs/ecocampus,,duurzame ontwikkleing (milieuzorg) integreren binnen de verschillende installingen van het Hoger Onderwijs in Vlaanderen,NULL,NULL,1,2/22/2011 12:54,
285,,Scholengemeenschap Beveren en Bazel,,4,Kloosterstraat,37,9120,Beveren,4,,,www.scholengembeverenbazel.be,,"Secundair onderwijs verstrekken aan jongeren vanaf 12 jaar tot 19 jaar met het oog op aansluiting bij het hoger onderwijs en de arbeidsmarkt.

De scholengemeenschap bestaat uit vier scholen: Sint-Maarten Bovenschool te Beveren,  Sint-Maarten Middenschool te Beveren, Gemeentelijk Technisch Instituut te Beveren en het Sint-Jorisinstituut te Bazel.",NULL,,1,2/28/2011 09:13,
286,,Lokaal Dienstencentrum Forum vzw,LDC Forum,1,Groot Sermentstraat,8,1000,Brussel,6,,,,,"De vzw richt zich op de verarmde bevolking van de Zennewijk met verscherpte aandacht voor de senioren en hun vereenzaamde levenssituatie. De vzw waakt over hun sociaal netwerk en stimuleert hen om zelfstandig wonen ten beste te beleven. De verscheidenheid aan activiteiten, de infosessies, de uitstappen, de sociale dienst, de maaltijden, de pedicure of zelfs bewegingsmomenten en geheugentraining zijn enkele voorbeelden van diensten die de werking van het dienstencentrum kenmerken en waarvan de bewoners van de wijk gebruik kunnen maken. De kernopdracht van het dienstencentrum is door haar missie deze bevolking als actieve en volwaardige buurtbewoner in hun woonomgeving blijven te stimuleren.",NULL,NULL,1,3/10/2011 13:58,
287,,Bibliotheek Opwijk,,4,Kloosterstraat,7,1745,Opwijk,2,,,www.opwijk.be,,In samenwerking met het gemeenschapscentrum een lokaal cultuurbeleid uitbouwen.,NULL,NULL,1,3/18/2011 13:47,
288,,Johannesschool,,1,Frans Stinletlaan,39,2610,Wilrijk,1,,,www.johannes-valaar.be,,kwaliteitsvol onderswijs verschaffen in een multiculturele basisschool,NULL,NULL,1,3/29/2011 09:14,
289,,Velt,,1,uitbreidingstraat,392c,2600,Berchem,1,,,www.velt.be,,Mensen informeren en bewust maken over ecologie in tuin en keuken.,NULL,NULL,1,4/12/2011 14:12,
290,,District02,D01,3,test,23,2550,Leuven,3,,,,,Werken,NULL,NULL,1,5/4/2011 14:02,
401,,WLE vzw - DigiMores,DigiMores,1,Kantienberg,9,9000,Gent,4,,,www.digimores.org,,"WLE vzw verenigt de leerkrachten niet-confessionele zedenleer van alle onderwijsniveaus en netten en komt op voor hun belangen.



WLE vzw communiceert onder de naam DigiMores. ",NULL,NULL,1,2/16/2013 20:11,
291,,Samenlevingsopbouw Antwerpen stad vzw,,1,Gasstraat,Dec-14,2060,Antwerpen,1,,,www.samenlevingsopbouw.be/antwerpenstad,,"Wij zijn één van de 8 instituten voor Samenlevingsopbouw in Vlaanderen. 



Onze ultieme doelstelling is het realiseren van het recht op een menswaardig leven voor iedereen. We pakken situaties van maatschappelijke achterstelling en sociale uitsluiting aan. Onze doelgroep zijn maatschappelijk kwetsbare

groepen. Mensen die omwille van financiële, sociale, lichamelijke en andere

redenen kwetsbaar zijn: mensen in armoede, laaggeschoolde langdurig

werklozen, asielzoekers,... 



Samen met hen werken we concreet aan: 



De toegang tot grondrechten. 

Volgens de Grondwet heeft elke burger recht op: arbeid - sociale zekerheid, bescherming van gezondheid en sociale, geneeskundige en juridische bijstand - behoorlijke huisvesting - bescherming van een gezond leefmilieu - culturele en maatschappelijke ontplooiing - onderwijs.



De leefbaarheid in gebieden met slechte leefcondities. 

We pakken materiële aspecten in de woon- en leefomgeving aan (bv. de inrichting van straten en pleinen, groenvoorziening) en verbeteren het leefklimaat (bv. samenleven in de buurt, sociale voorzieningen in de wijk).

",NULL,NULL,1,5/24/2011 15:18,
292,,OCMW Boom,,4,J. Van Cleemputplein,1,2850,Boom,1,,,www.ocmwboom.be,,"De missie van het OCMW is bepaald in artikel 1 van de organieke wet: “Elke persoon heeft recht op maatschappelijke dienstverlening. Deze heeft tot doel eenieder in de mogelijkheid te stellen een leven te leiden dat beantwoordt aan de menselijke waardigheid”.



Het OCMW is, naast de gemeente, een centrale actor binnen het lokaal sociaal beleid van een gemeente. Het lokaal sociaal beleid heeft als doel het realiseren van sociale grondrechten voor iedere inwoner. Deze grondrechten verwijzen naar allerlei domeinen zoals huisvesting, tewerkstelling, culturele en maatschappelijke participatie en zorg en gezondheid. ",NULL,NULL,1,5/31/2011 09:12,
294,,Welzijnsschakels vzw,,1,Huidevettersstraat,165,1000,Brussel,6,,,www.welzijnsschakels.be,sociaal-culturele vereniging,"Elke mens verdient respect en een waardige plaats in de samenleving. Vanuit die vsiie bieden vrijwilligers in Welzijnsschakels in eigen omgeving kansen aan mensen die uitsluiting ervaren door armoede, afkomst,…  En dat begint met elkaar te ontmoeten tijdens persoonlijke contacten en huisbezoeken, tijdens groepsactiviteiten waarin we leren van elkaar, door praktisch ondersteunen, door samen te gaan praten met OCMW’s, scholen, ziekenfondsen, huisdokters,… en samen actie te voeren voor een goede toegang tot kwalteitsvolle huisvesting, gezondheidszorg, onderwijs, arbeid en vrijetijdsbesteding.",NULL,NULL,1,6/23/2011 10:47,
295,,vzw 't Uilekot,,1,Evendael,27,9550,Herzele,4,,,http://www.uilekot.org,,"sociale en culturele ontwikkeling van alle bevolkingslagen, vorming en actie rond klimaat, milieu en internationale solidariteit... ",NULL,NULL,1,6/23/2011 11:58,
296,,Ouders van Verongelukte Kinderen vzw,OVK vzw,1,Leon Theodorstraat,85,1090,Jette,6,,,www.ovk.be,,#NAAM?,NULL,NULL,1,6/23/2011 14:54,
297,,Sociale werkplaats De loods,,1,Alfred Nichelsstraat,14,9300,Aalst,4,,,,,"SWP De Loods is actief als aanbieder van tewerkstelling voor kansengroepen. Met hen ondernemen we in tal van economische sectoren als landbouw, tuinonderhoud, sociaal restaurant, klus- en karwei.",NULL,NULL,1,6/24/2011 11:11,
298,,Autopia,Autopia,1,K. Maria Hendrikaplein,65 b,9000,Gent,4,,,,,promotie en ontwikkeling particulier autodelen,NULL,NULL,1,6/24/2011 12:23,
299,,doedéskadén,,1,oude bergsebaan,106,2950,kapellen,1,,,www.doedeskaden.be,,"(uit het Belgisch staatsblad)  

Art.3  De vereniging heeft tot doel :

-	 Multidisciplinaire artistieke activiteiten opzetten en  ondersteunen bij diverse organisaties.

-	 Emancipatorische, participatieve, ervaringsgerichte werkvormen ontwikkelen en verspreiden.

-Trainingen en vormingen aanbieden om de aangedragen werkvormen autonoom toe te passen.

",NULL,NULL,1,6/27/2011 10:46,
300,,OCMW Gent,,4,Onderbergen,86,9000,Gent,4,,,www.ocmwgent.be,,Maatschappelijk integratie van burgers,NULL,NULL,1,6/27/2011 13:40,
301,,Rode Kruis-Vlaanderen - Opvang Asielzoekers,RKVL,4,Motstraat,40,2800,Mechelen,1,,,http://www.rodekruis.be/NL/Activiteiten/Asiel/,,Opvang van asielzoekers in Vlaanderen,NULL,NULL,1,6/27/2011 14:27,
302,,Karel de Grote Hogeschool,KDG,1,Brusselstraat,23,2018,antwerpen,1,,,,,onderwijs,NULL,NULL,1,7/4/2011 17:13,
303,,Vlaams steunpunt vrijwilligerswerk vzw,VSVw,1,Amerikalei,164,2000,Antwerpen,1,,,www.vrijwilligersweb.be,Steunpunt,Ondersteuning vrijwilligersorganisaties in Vlaanderen.,NULL,,1,7/5/2011 13:33,
304,,Forum voor Amateurkunsten,FvA,1,Abrahamstraat,13,9000,Gent,4,,,www.amateurkunsten.be,,"Het Forum voor Amateurkunsten richt zich in de eerste plaats tot alle erkende landelijke amateurkunstenorganisaties. We stimuleren het overleg tussen de negen organisaties en dat met aanverwante sectoren. We coördineren samenwerking en zetten acties op touw die de uitstraling van de sector bevorderen.



Bovendien behartigt het Forum de belangen van de amateurkunstensector in Vlaanderen. We zijn een gesprekspartner en adviseur voor overheden, beleidsmakers en opinievormers, en sporen het debat aan over de rol van de amateurkunsten. Het Forum houdt de sector voldoende geïnformeerd over de subsidiemogelijkheden in Vlaanderen en Europa, en stimuleert de interculturaliteit in de sector.



Ook informatie en actie zijn belangrijk: het Forum organiseert studiedagen en vormingsmomenten die precies die snaren raken die voor de sector van belang zijn. Het Forum doet onderzoek om de waarde van de Vlaamse amateurkunsten in kaart te brengen en een langetermijnvisie te ontwikkelen. We plannen een aantal evenementen die amateurkunsten in het voetlicht plaatsen en er is de Week van de Amateurkunsten, een traditie waarmee we de duizenden mensen met een passie voor hun kunst willen blijven aanspreken.



Iedereen kan bij het Forum terecht met de meest uiteenlopende vragen. Als we die zelf niet kunnen beantwoorden, zoeken we met u mee naar de instantie of organisatie die u wel kan helpen.

",NULL,NULL,1,7/6/2011 14:27,
305,,Jeugdbond voor Natuur & Milieu,JNM,1,Kortrijksepoortstraat,192,9000,Gent,4,,,jnm.be,,"JNM staat voor Jeugdbond voor Natuur en Milieu, een jeugdbeweging voor álle jongeren die geïnteresseerd zijn in natuur en milieu. ",NULL,NULL,1,7/7/2011 15:57,
306,,vzw KIKO,,1,Campus Blairon,714,2300,Turnhout,1,,,http:\\www.vzwkiko.be,koepelorganisatie,"Vzw KIKO is de regionale koepelorganisatie voor buitenschoolse kinderopvang, hoofdzakelijk in het arrondissement Turnhout. Vzw KIKO streeft naar meer en betere kinderopvang en dit met het oog op het verhogen van de indirecte en directe tewerkstelling en het welbevinden van ouders en kinderen.

",NULL,NULL,1,7/8/2011 16:30,
307,,Inclusie Vlaanderen,,1,Albert Giraudlaan,24,1030,Brussel,6,,,www.inclusievlaanderen.be,,"Inclusie Vlaanderen is een vereniging voor personen met een verstandelijke handicap en hun uitgebreid sociaal netwerk. Ze heeft als doel hun belangen te behartigen en hen ondersteuning te bieden, dit alles vanuit het inclusieve gedachtegoed. Het belang van de persoon met een verstandelijke handicap zal hierbij steeds primeren.",NULL,NULL,1,7/12/2011 14:46,
308,,Bond Beter Leefmilieu,BBL,1,Tweekerkenstraat,47,1000,Brussel,6,,,www.bblv.be,,"Bond Beter Leefmilieu is de onafhankelijke federatie van meer dan 140 natuur- en milieuverenigingen in Vlaanderen. Ons doel? Gezonde lucht. Helder water. Natuur om van te genieten. Onze middelen? Grootschalige publiekscampagnes, met duizenden deelnemers per jaar. Zo bewijzen we dat milieuvriendelijk leven binnen ieders handbereik ligt. Door gerichte samenwerking en overleg overtuigen we politici en bedrijfsleiders van het belang van een doortastend milieubeleid. En we verzorgen gedegen advies voor onze lidverenigingen. Omdat we vinden dat bruisende milieuverenigingen de beste garantie zijn voor een toekomst voor mens én natuur. ",NULL,NULL,1,7/15/2011 14:30,
309,,Jeugd en Stad,Jes,1,Werkhuizenstraat,3,1080,Molenbeek,6,,,www.jes.be,Jeugdorganisatie,"Jes is een organisatie die in 3 steden actief is op vele terreinen: jeugdwerk, jeugdwelzijn, opleiding en tewerkstelling, verblijfsaccomodatie ... 

",NULL,NULL,1,7/19/2011 12:12,
310,,OCMW Eeklo - netwerk vrijetijdsparticipatie,,4,Visstraat,16,9900,Eeklo,4,,,www.ocmweeklo.be,,menswaardig bestaan garanderen aan elke inwoner,NULL,,1,7/20/2011 16:47,
311,,ADO Icarus,,1,Kempische Steenweg (hoofdzetel),293/8,3500,Hasselt,6,,,www.ado-icarus.be,,"Wij zijn een vzw die personen met een handicap de kans geeft om zelfstandig te wonen en te leven. Wij geloven dat er alles aan gedaan moet worden opdat personen met een handicap een zo normaal mogelijk, actief leven kunnen leiden. De kwaliteit van de aangeboden diensten en hulpmiddelen spelen hierbij een belangrijke rol. Persoonlijke meningen, wensen en noden van de gebruiker staan hierbij centraal. Wij geloven dat dit alles kan gebeuren binnen de eigen, vertrouwde leefomgeving.

Daarom bieden wij vanuit onze Centra voor Zelfstandig Leven ondersteuning aangepast aan de wensen van iedere gebruiker. Wij bieden hulp bij het inpassen en het op elkaar afstemmen van de verschillende diensten.

Wij bieden tal van ondersteuningsvormen aan.

",NULL,NULL,1,7/26/2011 09:16,
312,,OCMW Aalst,,4,Gasthuisstraat,40,9300,Aalst,4,,,,,"De kern van de algemene missie van het OCMW is gelegen in artikel 1 van de Organieke Wet betreffende de Openbare Centra voor Maatschappelijk Welzijn, dat stelt:‘Elke persoon heeft recht op maatschappelijke dienstverlening. Deze heeft tot doel eenieder in de mogelijkheid te stellen een leven te leiden dat beantwoordt aan de menselijke waardigheid’ ",NULL,NULL,1,8/4/2011 14:20,
313,,Het Balanske,Het Balanske vzw,1,Halensebaan,2,3390,Tielt-Winge,2,,,,vrijetijdszorgcentrum,vrijetijdsactiviteiten aanbieden aan personen met een functiebeperking en hun gezin,NULL,NULL,1,8/10/2011 14:00,
314,,Sociaal Fonds voor de Podiumkunsten,SFP,4,Sainctelettesquare,19,1000,Brussel,6,,,www.podiumkunsten.be,Fonds voor Bestaanszekerheid,"beheren financiële voordelen, zoals afgesproken door de sociale partners van PC 304 (tewerkstellingspremies, aanvullend sectoraal pensioen, ...) - initiatieven nemen binnen de domeinen tewerkstelling en opleiding, zoals het stimuleren van competentiebeleid, aansluiting tussen onderwijs en sector en het stimuleren van diversiteit ",NULL,NULL,1,8/12/2011 14:22,
315,,PROVINCIAAL DOCUMENTATIECENTRUM ATLAS,,1,Carnotstraat,110,2060,Antwerpen,1,,,www.docatlas.be,,"Creëren van kansen voor en bevorderen van participatie van kansengroepen in de maatschappij door het ontsluiten en aanbieden van leermiddelen en achtergrondinformatie relevant voor deze groepen van jong tot oud: Nederlands voor anderstaligen, intercultureel onderwijs, mondiale vorming en (wereld)burgerschap, migratie, integratie, omgaan met diversiteit, sociale vaardigheden: pesten, respect, aids, seksuele vorming. Onze bibliotheek heeft een vestiging in Antwerpen en in Turnhout en is toegankelijk voor iedereen.",NULL,NULL,1,9/1/2011 14:36,
316,,"Onderwijsopbouwwerk Mechelen, Prisma vzw",,1,Brusselsepoorstraat,8,2800,Mechelen,1,,,www.prismavzw.be,,"Prisma vzw heeft een overeenkomst met de stad Mechelen voor de organisatie van onderwijsopbouwwerk in Mechelen. Doelstelling is om gelijke onderwijskansen te realiseren voor kinderen en jongeren die (dreigen) te maken krijgen met onderwijsachterstand en -achterstelling. 





",NULL,NULL,1,9/8/2011 13:30,
317,,Gemeente Schilde - milieudienst,,4,Brasschaatsebaan,30,2970,Schilde,1,,,,,De milieudienst heeft een beleidsvoorbereidende taak naar het college of de gemeenteraad toe maar heeft ook tot doel de burgers te informeren over allerhande milieuthema's en vragen dienaangaande correct te beantwoorden. Tevens heeft de dienst een rol als afgevaardigde in de diverse adviesraden en verenigingen en moet zij repressief optreden tegen milieuovertredingen.,NULL,NULL,1,9/9/2011 12:41,
318,,Gelijke Kansen - Universiteit Antwerpen,UA,4,Prinsstraat,13,2000,Antwerpen,1,,,,,Het gelijkekansen- en diversiteitsbeleid stimuleren zowel voor studenten als voor personeel.,NULL,,1,9/9/2011 13:05,
