"idquestionlog","question_idquestion","datecreated","event","description","attachment","manual"
"4919","2554","2009-02-26 14:30:48","Vraag verwerkt","Vraag verwerkt","NULL","0"
"4920","2561","2009-02-26 14:34:24","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4921","2561","2009-02-26 14:35:19","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4922","2559","2009-02-26 14:40:21","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4923","2561","2009-02-26 14:43:34","akkoordverklaring","akkoordverklaring","NULL","1"
"4924","2561","2009-02-26 14:44:17","Opvolging voor Liesbet","Opvolging voor Liesbet","NULL","1"
"4925","2561","2009-02-26 14:44:35","digirecorders","digirecorders","NULL","1"
"4926","2559","2009-02-26 14:45:02","Akkoordverklaring","Akkoordverklaring","NULL","1"
"4927","2559","2009-02-26 14:46:57","Opvolging voor Liesbet","Opvolging voor Liesbet","NULL","1"
"4928","2562","2009-02-26 15:04:46","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"4929","2562","2009-02-26 15:05:28","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"4930","2562","2009-02-26 15:07:13","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"4931","2562","2009-02-26 15:09:25","Verwerkt. Actie: NVT door Wetenschapswinkel Leuven.","Verwerkt. Actie: NVT door Wetenschapswinkel Leuven.","NULL","0"
"4932","2562","2009-02-26 15:20:03","Verwerkt. Actie: NVT door Wetenschapswinkel Hasselt.","Verwerkt. Actie: NVT door Wetenschapswinkel Hasselt.","NULL","0"
"4933","2562","2009-02-26 15:21:07","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"4934","2562","2009-02-26 15:22:46","Verwerkt. Actie: NVT door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: NVT door Wetenschapswinkel Antwerpen.","NULL","0"
"4935","1326","2009-02-26 15:27:59","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4936","1326","2009-02-26 15:32:45","Akkoordverklaring","Akkoordverklaring","NULL","1"
"4937","1326","2009-02-26 15:34:34","Opvolging voor liesbet","Opvolging voor liesbet","NULL","1"
"4938","2120","2009-02-26 16:20:49","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"4939","2568","2009-02-26 16:20:49","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"4940","2120","2009-02-26 16:20:49","Vraag verwerkt","Vraag verwerkt","NULL","0"
"4941","2568","2009-02-26 16:21:38","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4942","2568","2009-02-26 16:22:30","Akkoordverklaring","Akkoordverklaring","NULL","1"
"4943","2568","2009-02-26 16:24:22","Opvolging voor Liesbet","Opvolging voor Liesbet","NULL","1"
"4944","2120","2009-02-26 16:25:25","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"4945","2569","2009-02-26 16:25:25","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"4946","2120","2009-02-26 16:25:25","Vraag verwerkt","Vraag verwerkt","NULL","0"
"4947","2569","2009-02-26 16:28:42","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4948","2569","2009-02-26 16:28:59","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4949","2569","2009-02-26 16:29:32","Akkoordverklaring","Akkoordverklaring","NULL","1"
"4950","2569","2009-02-26 16:30:02","Opvolging voor liesbet","Opvolging voor liesbet","NULL","1"
"4951","2120","2009-02-26 16:33:55","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"4952","2570","2009-02-26 16:33:55","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"4953","2120","2009-02-26 16:33:55","Vraag verwerkt","Vraag verwerkt","NULL","0"
"4954","2570","2009-02-26 16:34:26","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4955","2570","2009-02-26 16:34:51","Akkoordverklaring","Akkoordverklaring","NULL","1"
"4956","2570","2009-02-26 16:38:55","Opvolging voor liesbet","Opvolging voor liesbet","NULL","1"
"4957","366","2009-02-26 16:43:01","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4958","366","2009-02-26 16:45:14","Akkoordverklaring","Akkoordverklaring","NULL","1"
"4959","366","2009-02-26 16:46:07","Opvolging voor liesbet","Opvolging voor liesbet","NULL","1"
"4960","2120","2009-02-26 16:47:45","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"4961","2572","2009-02-26 16:47:45","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"4962","2120","2009-02-26 16:47:45","Vraag verwerkt","Vraag verwerkt","NULL","0"
"4963","2572","2009-02-26 16:48:18","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4964","2572","2009-02-26 16:54:35","Akkoordverklaring","Akkoordverklaring","NULL","1"
"4965","2572","2009-02-26 17:03:35","Opvolging voor Liesbet","Opvolging voor Liesbet","NULL","1"
"4966","2120","2009-02-26 17:06:05","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"4967","2573","2009-02-26 17:06:05","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"4968","2120","2009-02-26 17:06:05","Vraag verwerkt","Vraag verwerkt","NULL","0"
"4969","2573","2009-02-26 17:06:49","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4970","2573","2009-02-26 17:07:16","Akkoordverklaring","Akkoordverklaring","NULL","1"
"4971","2573","2009-02-26 17:10:27","Opvolging voor liesbet","Opvolging voor liesbet","NULL","1"
"4972","2418","2009-02-26 17:15:50","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"4973","2574","2009-02-26 17:15:50","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"4974","2574","2009-02-26 17:16:30","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4975","2574","2009-02-26 17:16:54","Akkoordverklaring","Akkoordverklaring","NULL","1"
"4976","2574","2009-02-26 17:17:36","Opvolging voor liesbet","Opvolging voor liesbet","NULL","1"
"4977","2128","2009-02-26 17:20:49","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4978","1269","2009-02-26 17:36:25","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"4979","2576","2009-02-26 17:36:25","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"4980","1269","2009-02-26 17:36:25","Vraag verwerkt","Vraag verwerkt","NULL","0"
"4981","1270","2009-02-26 17:38:20","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"4982","2575","2009-02-26 17:38:20","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"4983","1270","2009-02-26 17:38:20","Vraag verwerkt","Vraag verwerkt","NULL","0"
"4984","2575","2009-02-26 17:39:04","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4985","2575","2009-02-26 17:50:10","Akkoordverklaring","Akkoordverklaring","NULL","1"
"4986","2575","2009-02-26 17:51:33","Opvolging voor Liesbet","Opvolging voor Liesbet","NULL","1"
"4987","420","2009-02-26 17:59:17","Regionale vraag gewijzigd","Regionale vraag gewijzigd","questionlogs:4987:thesis_KHuysmans_CGGZ.pdf","0"
"4988","2577","2009-02-26 18:03:49","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"4989","2577","2009-02-26 18:04:16","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"4990","2577","2009-02-26 18:06:14","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"4991","2577","2009-02-26 18:07:04","Verwerkt. Actie: NVT door Wetenschapswinkel Leuven.","Verwerkt. Actie: NVT door Wetenschapswinkel Leuven.","NULL","0"
"4992","2577","2009-02-26 18:07:51","Verwerkt. Actie: NVT door Wetenschapswinkel Hasselt.","Verwerkt. Actie: NVT door Wetenschapswinkel Hasselt.","NULL","0"
"4993","2577","2009-02-26 18:10:11","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"4994","2577","2009-02-26 18:11:31","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"4995","2581","2009-02-26 18:11:31","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"4996","2577","2009-02-26 18:12:30","Verwerkt. Actie: NVT door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: NVT door Wetenschapswinkel Antwerpen.","NULL","0"
"4997","2577","2009-02-26 18:12:30","Vraag geweigerd","Vraag geweigerd","NULL","0"
"4998","2581","2009-02-26 18:13:57","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"4999","2581","2009-02-26 18:17:05","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5000","2581","2009-02-26 18:17:36","opvolging voor liesbet","opvolging voor liesbet","NULL","1"
"5001","2575","2009-02-27 11:59:21","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5002","2138","2009-02-27 12:02:32","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5005","2584","2009-02-27 12:11:40","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5004","2584","2009-02-27 12:06:43","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5006","2584","2009-02-27 12:14:21","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"5007","2584","2009-02-27 12:14:31","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5008","2584","2009-02-27 12:15:31","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5009","2585","2009-02-27 12:15:31","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5010","2584","2009-02-27 12:35:07","Verwerkt. Actie: NVT door Wetenschapswinkel Leuven.","Verwerkt. Actie: NVT door Wetenschapswinkel Leuven.","NULL","0"
"5011","2584","2009-02-27 12:36:16","Verwerkt. Actie: NVT door Wetenschapswinkel Hasselt.","Verwerkt. Actie: NVT door Wetenschapswinkel Hasselt.","NULL","0"
"5012","2584","2009-02-27 12:37:06","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"5013","2584","2009-02-27 12:37:57","Verwerkt. Actie: NVT door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: NVT door Wetenschapswinkel Antwerpen.","NULL","0"
"5014","2584","2009-02-27 12:37:57","Vraag geweigerd","Vraag geweigerd","NULL","0"
"5015","2585","2009-02-27 12:39:39","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5016","2585","2009-02-27 12:42:06","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5017","2585","2009-02-27 12:43:31","opvolging voor liesbet","opvolging voor liesbet","NULL","1"
"5018","2590","2009-02-27 15:01:47","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5019","2590","2009-02-27 15:02:29","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5020","2590","2009-02-27 15:02:54","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"5021","2590","2009-02-27 15:03:24","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"5022","2590","2009-02-27 15:03:28","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5023","2590","2009-02-27 15:04:01","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5024","2591","2009-02-27 15:04:01","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5025","2591","2009-02-27 15:07:48","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5026","2591","2009-02-27 15:08:48","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5027","2591","2009-02-27 15:09:50","opvolging voor liesbet","opvolging voor liesbet","NULL","1"
"5028","2590","2009-02-27 15:11:47","Verwerkt. Actie: NVT door Wetenschapswinkel Leuven.","Verwerkt. Actie: NVT door Wetenschapswinkel Leuven.","NULL","0"
"5029","2590","2009-02-27 15:12:51","Verwerkt. Actie: NVT door Wetenschapswinkel Hasselt.","Verwerkt. Actie: NVT door Wetenschapswinkel Hasselt.","NULL","0"
"5030","2590","2009-02-27 15:13:47","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"5031","2590","2009-02-27 15:15:15","Verwerkt. Actie: NVT door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: NVT door Wetenschapswinkel Antwerpen.","NULL","0"
"5032","2590","2009-02-27 15:15:15","Vraag geweigerd","Vraag geweigerd","NULL","0"
"5033","2596","2009-02-27 15:28:09","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5034","2596","2009-02-27 15:28:39","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5035","2596","2009-02-27 15:29:57","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5036","2596","2009-02-27 15:30:49","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5037","2597","2009-02-27 15:30:49","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5038","2597","2009-02-27 15:33:02","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5039","2597","2009-02-27 15:34:34","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5040","2597","2009-02-27 15:35:36","opvolging voor liesbet","opvolging voor liesbet","NULL","1"
"5041","2596","2009-02-27 15:36:45","Verwerkt. Actie: NVT door Wetenschapswinkel Leuven.","Verwerkt. Actie: NVT door Wetenschapswinkel Leuven.","NULL","0"
"5042","2596","2009-02-27 15:37:31","Verwerkt. Actie: NVT door Wetenschapswinkel Hasselt.","Verwerkt. Actie: NVT door Wetenschapswinkel Hasselt.","NULL","0"
"5043","2596","2009-02-27 15:38:20","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"5044","2596","2009-02-27 15:39:08","Verwerkt. Actie: NVT door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: NVT door Wetenschapswinkel Antwerpen.","NULL","0"
"5045","2596","2009-02-27 15:39:08","Vraag geweigerd","Vraag geweigerd","NULL","0"
"5046","1290","2009-02-27 16:11:15","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5047","2602","2009-02-27 16:11:15","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5048","1290","2009-02-27 16:11:15","Vraag verwerkt","Vraag verwerkt","NULL","0"
"5049","2603","2009-02-27 17:31:00","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5050","2603","2009-02-27 17:31:44","Vraag toegewezen aan Wetenschapswinkel Gent door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Gent door Centrale Unit","NULL","0"
"5051","2603","2009-02-27 17:33:34","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5052","2603","2009-02-27 17:35:26","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5053","2604","2009-02-27 17:35:26","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5054","2605","2009-02-27 18:00:06","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5055","2605","2009-02-27 18:01:32","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5056","2605","2009-02-27 18:02:08","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5057","2605","2009-02-27 18:04:47","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5058","2607","2009-02-27 18:04:47","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5059","2608","2009-02-27 18:14:12","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5060","2608","2009-02-27 18:14:47","Vraag toegewezen aan Wetenschapswinkel Gent door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Gent door Centrale Unit","NULL","0"
"5061","2608","2009-02-27 18:15:48","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5062","2608","2009-02-27 18:17:24","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5063","2609","2009-02-27 18:17:24","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5064","2610","2009-02-27 18:31:53","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5065","2610","2009-02-27 18:32:12","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5066","2610","2009-02-27 18:33:00","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5067","2610","2009-02-27 18:33:57","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5068","2611","2009-02-27 18:33:57","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5069","2611","2009-02-27 18:36:51","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5070","2612","2009-02-27 18:45:01","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5071","2612","2009-02-27 18:45:38","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"5072","2612","2009-02-27 18:46:37","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5073","2612","2009-02-27 18:47:44","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5074","2613","2009-02-27 18:47:44","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5075","2614","2009-02-27 18:57:06","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5076","2615","2009-02-27 18:57:59","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5077","2616","2009-02-27 18:58:49","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5078","2617","2009-02-27 18:59:25","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5079","2618","2009-02-27 19:02:33","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5080","2619","2009-02-27 19:03:10","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5081","2620","2009-02-27 19:03:42","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5082","2621","2009-02-27 19:04:53","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5083","2621","2009-02-27 19:05:24","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5084","2620","2009-02-27 19:05:25","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5085","2619","2009-02-27 19:05:25","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5086","2618","2009-02-27 19:05:25","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5087","2617","2009-02-27 19:05:25","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5088","2616","2009-02-27 19:05:25","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5089","2615","2009-02-27 19:05:25","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5090","2614","2009-02-27 19:05:25","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5091","2621","2009-02-27 19:06:11","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5092","2620","2009-02-27 19:06:21","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5093","2619","2009-02-27 19:06:31","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5094","2618","2009-02-27 19:06:40","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5095","2617","2009-02-27 19:06:48","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5096","2616","2009-02-27 19:06:56","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5097","2615","2009-02-27 19:07:04","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5098","2614","2009-02-27 19:07:10","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5099","2621","2009-02-27 19:09:01","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5100","2622","2009-02-27 19:09:01","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5101","2620","2009-02-27 19:09:53","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5102","2623","2009-02-27 19:09:53","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5103","2619","2009-02-27 19:10:32","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5104","2624","2009-02-27 19:10:32","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5105","2618","2009-02-27 19:11:09","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5106","2625","2009-02-27 19:11:09","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5107","2617","2009-02-27 19:11:56","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5108","2626","2009-02-27 19:11:56","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5109","2616","2009-02-27 19:12:47","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5110","2627","2009-02-27 19:12:47","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5111","2615","2009-02-27 19:13:35","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5112","2628","2009-02-27 19:13:35","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5113","2614","2009-02-27 19:14:09","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5114","2629","2009-02-27 19:14:09","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5115","2625","2009-02-27 19:17:27","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5116","2630","2009-02-27 19:30:52","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
